4	0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10	10.5	11	11.5	12	12.5	13	13.5	14	14.5	15	15.5	16	16.5	17	17.5	18	18.5	19	19.5	20	20.5	21	21.5	22	22.5	23	23.5	24	24.5	25	25.5	26	26.5	27	27.5	28	28.5	29	29.5	30	30.5	31	31.5	32	32.5	33	33.5	34	34.5	35
0	-0.803146	-0.802397	-0.8005	-0.797416	-0.793269	-0.788143	-0.782247	-0.775727	-0.768747	-0.761459	-0.754003	-0.746498	-0.739044	-0.731827	-0.724601	-0.717721	-0.711118	-0.704778	-0.698813	-0.693128	-0.687754	-0.682684	-0.677909	-0.673417	-0.669195	-0.665229	-0.661585	-0.658009	-0.654727	-0.651644	-0.648637	-0.646027	-0.643469	-0.641063	-0.638798	-0.636664	-0.634654	-0.632758	-0.630968	-0.629338	-0.627681	-0.62617	-0.624739	-0.623207	-0.622099	-0.620881	-0.619724	-0.618624	-0.617579	-0.616584	-0.615637	-0.614735	-0.613921	-0.613054	-0.61227	-0.611522	-0.610578	-0.610122	-0.609466	-0.608839	-0.608238	-0.607661	-0.607108	-0.606577	-0.606067	-0.605614	-0.605107	-0.604654	-0.604218	-0.60353	-0.603394
0.025	-0.686484	-0.685844	-0.68394	-0.680828	-0.676595	-0.671353	-0.665234	-0.658381	-0.650937	-0.643045	-0.63484	-0.626442	-0.617962	-0.60949	-0.601107	-0.592876	-0.584846	-0.577058	-0.569538	-0.562306	-0.555375	-0.548749	-0.542431	-0.536416	-0.530699	-0.525272	-0.520125	-0.515247	-0.510626	-0.50625	-0.502107	-0.498186	-0.494473	-0.490959	-0.48763	-0.484477	-0.48149	-0.478658	-0.475973	-0.473425	-0.471008	-0.468712	-0.46653	-0.464457	-0.462485	-0.460608	-0.458821	-0.457119	-0.455497	-0.453949	-0.452473	-0.451063	-0.449716	-0.448429	-0.447198	-0.44602	-0.444893	-0.443813	-0.442778	-0.441786	-0.440834	-0.439921	-0.439044	-0.438201	-0.437391	-0.436612	-0.435863	-0.435143	-0.434448	-0.43378	-0.433136
0.05	-0.633169	-0.632593	-0.630876	-0.628061	-0.624216	-0.619427	-0.613801	-0.607454	-0.600507	-0.593085	-0.585308	-0.577289	-0.569131	-0.560926	-0.552756	-0.544686	-0.536773	-0.529061	-0.521585	-0.514368	-0.507428	-0.500777	-0.494418	-0.488353	-0.482579	-0.47709	-0.471878	-0.466935	-0.462249	-0.457811	-0.453607	-0.449627	-0.44586	-0.442294	-0.438917	-0.43572	-0.432691	-0.429822	-0.427103	-0.424525	-0.422079	-0.419758	-0.417555	-0.415462	-0.413473	-0.411581	-0.409782	-0.408069	-0.406437	-0.404883	-0.4034	-0.401986	-0.400636	-0.399347	-0.398115	-0.396937	-0.395811	-0.394732	-0.3937	-0.392711	-0.391763	-0.390854	-0.389981	-0.389144	-0.388339	-0.387567	-0.386824	-0.386109	-0.385422	-0.384761	-0.384123
0.075	-0.597954	-0.597432	-0.595878	-0.593324	-0.58982	-0.585437	-0.580259	-0.574382	-0.567911	-0.560952	-0.553615	-0.546003	-0.538215	-0.530341	-0.52246	-0.514641	-0.506942	-0.499411	-0.492086	-0.484994	-0.478158	-0.471591	-0.4653	-0.45929	-0.45356	-0.448106	-0.442922	-0.438	-0.433332	-0.428907	-0.424715	-0.420744	-0.416984	-0.413424	-0.410053	-0.406861	-0.403837	-0.400972	-0.398258	-0.395684	-0.393243	-0.390928	-0.388729	-0.386642	-0.384658	-0.382772	-0.380979	-0.379272	-0.377647	-0.376099	-0.374623	-0.373216	-0.371873	-0.37059	-0.369366	-0.368195	-0.367076	-0.366005	-0.364979	-0.363998	-0.363057	-0.362155	-0.36129	-0.360459	-0.359662	-0.358897	-0.358161	-0.357454	-0.356773	-0.356119	-0.355476
0.1	-0.571772	-0.571296	-0.569878	-0.56754	-0.564323	-0.560281	-0.555485	-0.550012	-0.543953	-0.537403	-0.530458	-0.523217	-0.515772	-0.508209	-0.500608	-0.493038	-0.485558	-0.478218	-0.471058	-0.464109	-0.457395	-0.450932	-0.444731	-0.438797	-0.433131	-0.427732	-0.422596	-0.417715	-0.413081	-0.408686	-0.40452	-0.400572	-0.396833	-0.39329	-0.389936	-0.386758	-0.383747	-0.380895	-0.378192	-0.375628	-0.373198	-0.370891	-0.368702	-0.366623	-0.364647	-0.362769	-0.360984	-0.359284	-0.357666	-0.356125	-0.354656	-0.353256	-0.351919	-0.350644	-0.349425	-0.348261	-0.347148	-0.346083	-0.345064	-0.344088	-0.343153	-0.342257	-0.341397	-0.340572	-0.339781	-0.339021	-0.33829	-0.337588	-0.336913	-0.336244	-0.335637
0.125	-0.551029	-0.550592	-0.549286	-0.54713	-0.544154	-0.540403	-0.535931	-0.530806	-0.525104	-0.51891	-0.512312	-0.5054	-0.498264	-0.490985	-0.483642	-0.476304	-0.46903	-0.461873	-0.454873	-0.448065	-0.441472	-0.435115	-0.429006	-0.423151	-0.417555	-0.412215	-0.40713	-0.402294	-0.397699	-0.393338	-0.389201	-0.385279	-0.381563	-0.378041	-0.374704	-0.371542	-0.368546	-0.365707	-0.363016	-0.360464	-0.358043	-0.355746	-0.353565	-0.351495	-0.349527	-0.347656	-0.345877	-0.344185	-0.342573	-0.341038	-0.339575	-0.33818	-0.336849	-0.335579	-0.334365	-0.333206	-0.332098	-0.331037	-0.330023	-0.329051	-0.32812	-0.327228	-0.326373	-0.325552	-0.324764	-0.324008	-0.323281	-0.322582	-0.321911	-0.321265	-0.320643
0.15	-0.533918	-0.533513	-0.532304	-0.530303	-0.527533	-0.52403	-0.519839	-0.515014	-0.509624	-0.503743	-0.497452	-0.490835	-0.483975	-0.476954	-0.469847	-0.462722	-0.455641	-0.448654	-0.441806	-0.435131	-0.428656	-0.422401	-0.416381	-0.410604	-0.405075	-0.399794	-0.39476	-0.389968	-0.385412	-0.381085	-0.376978	-0.373082	-0.369388	-0.365886	-0.362567	-0.359422	-0.35644	-0.353614	-0.350934	-0.348392	-0.345981	-0.343692	-0.34152	-0.339456	-0.337495	-0.335631	-0.333858	-0.33217	-0.330564	-0.329034	-0.327575	-0.326185	-0.324858	-0.323592	-0.322382	-0.321227	-0.320122	-0.319065	-0.318054	-0.317085	-0.316157	-0.315268	-0.314416	-0.313598	-0.312813	-0.312059	-0.311335	-0.310608	-0.30997	-0.309326	-0.308706
0.175	-0.519401	-0.519025	-0.517898	-0.516031	-0.51344	-0.510153	-0.506206	-0.501645	-0.49653	-0.490927	-0.48491	-0.478557	-0.471948	-0.465161	-0.458269	-0.451341	-0.444437	-0.43761	-0.430904	-0.424354	-0.41799	-0.411832	-0.405897	-0.400195	-0.39473	-0.389506	-0.384522	-0.379773	-0.375255	-0.37096	-0.366882	-0.363011	-0.359339	-0.355856	-0.352554	-0.349424	-0.346455	-0.343641	-0.340971	-0.338439	-0.336036	-0.333756	-0.33159	-0.329533	-0.327577	-0.325718	-0.32395	-0.322268	-0.320665	-0.319139	-0.317684	-0.316297	-0.314974	-0.31371	-0.312504	-0.311351	-0.310248	-0.309194	-0.308185	-0.307219	-0.306293	-0.305406	-0.304556	-0.30374	-0.302957	-0.302205	-0.301482	-0.300788	-0.300121	-0.299478	-0.298858
0.2	-0.506828	-0.506476	-0.505421	-0.50367	-0.501236	-0.498139	-0.494407	-0.490081	-0.485211	-0.479856	-0.474085	-0.467971	-0.46159	-0.455017	-0.448324	-0.441578	-0.434839	-0.42816	-0.421586	-0.415155	-0.408895	-0.402829	-0.396975	-0.391343	-0.385941	-0.380771	-0.375834	-0.371126	-0.366644	-0.36238	-0.358329	-0.354482	-0.350831	-0.347367	-0.344081	-0.340964	-0.338008	-0.335205	-0.332545	-0.330021	-0.327626	-0.325352	-0.323193	-0.321141	-0.319191	-0.317336	-0.315572	-0.313893	-0.312294	-0.310771	-0.309319	-0.307934	-0.306613	-0.305352	-0.304148	-0.302997	-0.301896	-0.300844	-0.299836	-0.298872	-0.297948	-0.297062	-0.296213	-0.295399	-0.294619	-0.293866	-0.293145	-0.292452	-0.29178	-0.291141	-0.290527
0.225	-0.495761	-0.495431	-0.494439	-0.492792	-0.490496	-0.487567	-0.484028	-0.479911	-0.47526	-0.47013	-0.464583	-0.458687	-0.452514	-0.446138	-0.439627	-0.43305	-0.426465	-0.419925	-0.413476	-0.407155	-0.400994	-0.395015	-0.389238	-0.383674	-0.37833	-0.373212	-0.36832	-0.363651	-0.359203	-0.35497	-0.350944	-0.34712	-0.343489	-0.340042	-0.336771	-0.333667	-0.330723	-0.327929	-0.325278	-0.322762	-0.320374	-0.318106	-0.315952	-0.313905	-0.311959	-0.310108	-0.308347	-0.306671	-0.305075	-0.303554	-0.302104	-0.300722	-0.299403	-0.298143	-0.29694	-0.295791	-0.294692	-0.29364	-0.292634	-0.291671	-0.290748	-0.289863	-0.289015	-0.288206	-0.287381	-0.286645	-0.285949	-0.285252	-0.284591	-0.28395	-0.283334
0.25	-0.485897	-0.485585	-0.484651	-0.483095	-0.480923	-0.478144	-0.474777	-0.470849	-0.466397	-0.461471	-0.456127	-0.450431	-0.44445	-0.438256	-0.431916	-0.425495	-0.419054	-0.412644	-0.406312	-0.400096	-0.394028	-0.388133	-0.382428	-0.376928	-0.371641	-0.366572	-0.361722	-0.357091	-0.352676	-0.348471	-0.34447	-0.340667	-0.337054	-0.333624	-0.330367	-0.327276	-0.324342	-0.321558	-0.318915	-0.316406	-0.314024	-0.311761	-0.309612	-0.307569	-0.305626	-0.303779	-0.302021	-0.300347	-0.298753	-0.297234	-0.295786	-0.294405	-0.293087	-0.291829	-0.290627	-0.289479	-0.28838	-0.28733	-0.286324	-0.285361	-0.284439	-0.283555	-0.282709	-0.281894	-0.281113	-0.280363	-0.27964	-0.27895	-0.278286	-0.277645	-0.277029
