5	0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10	10.5	11	11.5	12	12.5	13	13.5	14	14.5	15	15.5	16	16.5	17	17.5	18	18.5	19	19.5	20	20.5	21	21.5	22	22.5	23	23.5	24	24.5	25	25.5	26	26.5	27	27.5	28	28.5	29	29.5	30	30.5	31	31.5	32	32.5	33	33.5	34	34.5	35
0	0.0635598	0.0634817	0.0632559	0.0628849	0.0623764	0.0617403	0.0609886	0.0601348	0.0591929	0.0581772	0.0571018	0.05598	0.0548244	0.0536483	0.0524557	0.0512616	0.0500714	0.0488918	0.0477278	0.0465838	0.0454631	0.0443685	0.0433018	0.0422643	0.041257	0.0402804	0.039336	0.0384192	0.0375343	0.0366791	0.0358531	0.0350555	0.0342856	0.0335424	0.032825	0.0321326	0.0314643	0.0308191	0.0301962	0.0295957	0.0290135	0.0284521	0.0279095	0.0273851	0.0268779	0.0263874	0.0259128	0.0254534	0.0250086	0.0245779	0.0241606	0.0237561	0.0233649	0.0229837	0.0226147	0.0222567	0.0219091	0.0215716	0.0212437	0.0209251	0.0206153	0.0203142	0.0200212	0.0197362	0.0194588	0.0191895	0.0189258	0.0186696	0.0184199	0.0181766	0.0179394
0.025	0.0591111	0.0590414	0.0588336	0.0584922	0.0580241	0.0574387	0.0567469	0.055961	0.055094	0.0541591	0.053169	0.0521363	0.0510723	0.0499874	0.0488911	0.0477913	0.0466952	0.0456085	0.044536	0.0434819	0.042449	0.0414399	0.0404563	0.0394994	0.03857	0.0376687	0.0367954	0.0359501	0.0351326	0.0343422	0.0335785	0.0328408	0.0321284	0.0314404	0.0307761	0.0301347	0.0295153	0.0289171	0.0283392	0.027781	0.0272416	0.0267202	0.0262161	0.0257287	0.0252571	0.0248009	0.0243593	0.0239317	0.0235175	0.0231163	0.0227274	0.0223505	0.0219848	0.0216302	0.021286	0.0209518	0.0206273	0.0203122	0.0200059	0.0197082	0.0194187	0.0191372	0.0188633	0.0185967	0.0183372	0.0180845	0.0178384	0.0175986	0.0173648	0.0171369	0.0169147
0.05	0.0562143	0.0561496	0.0559568	0.0556398	0.055205	0.054661	0.0540176	0.0532863	0.0524788	0.0516073	0.0506837	0.0497194	0.048725	0.0477103	0.0466838	0.0456533	0.0446252	0.0436051	0.0425976	0.0416065	0.0406346	0.0396843	0.0387572	0.0378548	0.0369776	0.0361263	0.0353009	0.0345014	0.0337277	0.0329792	0.0322554	0.0315559	0.0308799	0.0302268	0.0295957	0.0289861	0.028397	0.0278278	0.0272777	0.026746	0.026232	0.0257349	0.0252542	0.0247891	0.0243389	0.0239032	0.0234813	0.0230727	0.0226767	0.022293	0.0219209	0.0215601	0.0212101	0.0208704	0.0205407	0.0202205	0.0199095	0.0196073	0.0193136	0.019028	0.0187503	0.0184801	0.0182172	0.0179612	0.017712	0.0174693	0.0172328	0.0170023	0.0167777	0.0165586	0.016345
0.075	0.0539789	0.0539182	0.0537375	0.0534403	0.0530326	0.0525221	0.051918	0.0512307	0.0504713	0.0496508	0.0487805	0.0478709	0.046932	0.0459729	0.0450019	0.044026	0.0430516	0.0420838	0.0411272	0.0401852	0.0392608	0.0383562	0.0374731	0.0366127	0.0357759	0.0349631	0.0341745	0.0334102	0.03267	0.0319536	0.0312604	0.03059	0.0299418	0.0293152	0.0287095	0.028124	0.027558	0.0270108	0.0264818	0.0259702	0.0254754	0.0249968	0.0245336	0.0240854	0.0236515	0.0232312	0.0228242	0.0224299	0.0220476	0.0216771	0.0213177	0.0209691	0.0206308	0.0203024	0.0199836	0.0196739	0.019373	0.0190806	0.0187963	0.0185199	0.0182509	0.0179893	0.0177346	0.0174866	0.0172451	0.0170098	0.0167806	0.0165572	0.0163393	0.0161269	0.0159197
0.1	0.0521378	0.0520806	0.05191	0.0516295	0.0512444	0.0507619	0.0501907	0.0495403	0.0488209	0.0480431	0.0472173	0.0463533	0.0454607	0.044548	0.043623	0.0426925	0.0417626	0.0408382	0.0399237	0.0390224	0.0381372	0.0372703	0.0364234	0.0355977	0.034794	0.0340129	0.0332547	0.0325193	0.0318066	0.0311164	0.0304483	0.0298018	0.0291765	0.0285716	0.0279866	0.0274208	0.0268737	0.0263446	0.0258328	0.0253377	0.0248587	0.0243951	0.0239463	0.0235119	0.0230912	0.0226837	0.0222888	0.0219061	0.0215351	0.0211753	0.0208263	0.0204876	0.0201589	0.0198398	0.0195299	0.0192287	0.0189361	0.0186517	0.0183751	0.0181061	0.0178443	0.0175896	0.0173416	0.0171002	0.016865	0.0166358	0.0164125	0.0161948	0.0159825	0.0157755	0.0155735
0.125	0.050565	0.0505107	0.0503488	0.0500826	0.0497169	0.0492585	0.0487154	0.0480966	0.0474117	0.0466705	0.0458827	0.0450579	0.044205	0.043332	0.0424465	0.041555	0.0406631	0.0397759	0.0388973	0.0380309	0.0371792	0.0363446	0.0355286	0.0347325	0.0339572	0.0332031	0.0324707	0.03176	0.0310709	0.0304031	0.0297564	0.0291303	0.0285243	0.027938	0.0273707	0.0268218	0.0262908	0.0257771	0.02528	0.0247989	0.0243333	0.0238825	0.0234461	0.0230234	0.022614	0.0222173	0.0218328	0.0214601	0.0210986	0.020748	0.0204078	0.0200777	0.0197571	0.0194459	0.0191435	0.0188497	0.0185641	0.0182865	0.0180164	0.0177538	0.0174982	0.0172494	0.0170071	0.0167712	0.0165414	0.0163174	0.0160992	0.0158863	0.0156788	0.0154764	0.0152788
0.15	0.0491887	0.049137	0.0489827	0.0487289	0.0483801	0.0479428	0.0474243	0.0468331	0.0461782	0.045469	0.0447147	0.0439241	0.0431058	0.0422677	0.0414167	0.0405592	0.0397008	0.038846	0.037999	0.037163	0.0363407	0.0355343	0.0347454	0.0339752	0.0332246	0.0324943	0.0317845	0.0310953	0.0304267	0.0297786	0.0291506	0.0285423	0.0279534	0.0273833	0.0268314	0.0262974	0.0257804	0.0252802	0.0247959	0.0243271	0.0238733	0.0234338	0.0230081	0.0225957	0.0221962	0.0218089	0.0214335	0.0210695	0.0207164	0.0203739	0.0200414	0.0197187	0.0194053	0.0191009	0.0188052	0.0185178	0.0182384	0.0179667	0.0177025	0.0174454	0.0171951	0.0169515	0.0167143	0.0164832	0.0162581	0.0160379	0.0158249	0.0156163	0.0154129	0.0152145	0.0150209
0.175	0.0479637	0.0479142	0.0477667	0.0475238	0.0471901	0.0467713	0.0462746	0.0457079	0.0450797	0.0443989	0.0436741	0.042914	0.0421265	0.0413193	0.040499	0.0396718	0.038843	0.0380172	0.0371982	0.0363893	0.0355931	0.0348118	0.034047	0.0332999	0.0325714	0.0318621	0.0311724	0.0305025	0.0298522	0.0292216	0.0286102	0.0280178	0.0274441	0.0268884	0.0263503	0.0258294	0.0253251	0.0248368	0.024364	0.0239062	0.0234628	0.0230333	0.0226172	0.0222141	0.0218233	0.0214445	0.0210772	0.020721	0.0203754	0.02004	0.0197144	0.0193984	0.0190914	0.0187932	0.0185034	0.0182217	0.0179478	0.0176814	0.0174223	0.0171701	0.0169247	0.0166857	0.016453	0.0162263	0.0160054	0.01579	0.0155801	0.0153754	0.0151757	0.0149809	0.0147908
0.2	0.0468591	0.0468117	0.0466702	0.0464372	0.0461168	0.0457147	0.0452375	0.0446928	0.0440885	0.0434331	0.0427349	0.0420021	0.0412424	0.0404629	0.0396703	0.0388703	0.0380682	0.0372684	0.0364747	0.0356902	0.0349176	0.0341588	0.0334157	0.0326894	0.0319808	0.0312905	0.030619	0.0299664	0.0293327	0.0287178	0.0281214	0.0275434	0.0269833	0.0264407	0.0259151	0.0254061	0.0249131	0.0244356	0.0239732	0.0235253	0.0230913	0.0226709	0.0222636	0.0218687	0.0214859	0.0211148	0.0207548	0.0204056	0.0200667	0.0197378	0.0194185	0.0191085	0.0188073	0.0185146	0.0182302	0.0179537	0.0176848	0.0174232	0.0171688	0.0169211	0.01668	0.0164452	0.0162165	0.0159938	0.0157766	0.015565	0.0153586	0.0151574	0.0149611	0.0147695	0.0145825
0.225	0.0458532	0.0458075	0.0456714	0.0454473	0.0451391	0.0447521	0.0442925	0.0437676	0.043185	0.0425526	0.0418785	0.0411705	0.0404358	0.0396816	0.038914	0.0381388	0.037361	0.0365848	0.0358141	0.0350518	0.0343006	0.0335624	0.0328391	0.0321317	0.0314412	0.0307682	0.0301133	0.0294764	0.0288578	0.0282572	0.0276747	0.0271097	0.0265621	0.0260314	0.0255171	0.0250189	0.0245363	0.0240687	0.0236158	0.0231769	0.0227516	0.0223395	0.0219401	0.0215528	0.0211773	0.0208131	0.0204599	0.0201171	0.0197844	0.0194615	0.0191479	0.0188433	0.0185474	0.0182598	0.0179803	0.0177085	0.0174442	0.017187	0.0169368	0.0166933	0.0164561	0.0162251	0.0160002	0.015781	0.0155674	0.0153591	0.0151561	0.014958	0.0147647	0.0145761	0.0143921
0.25	0.0449295	0.0448855	0.0447544	0.0445383	0.0442412	0.0438678	0.0434243	0.0429174	0.0423545	0.0417432	0.0410911	0.0404057	0.039694	0.0389628	0.0382182	0.0374657	0.03671	0.0359556	0.0352058	0.0344639	0.0337324	0.0330131	0.0323079	0.0316179	0.030944	0.030287	0.0296472	0.0290248	0.02842	0.0278327	0.0272627	0.0267098	0.0261737	0.0256539	0.0251501	0.0246619	0.0241888	0.0237304	0.0232861	0.0228556	0.0224383	0.0220338	0.0216416	0.0212614	0.0208926	0.0205349	0.0201878	0.0198509	0.019524	0.0192065	0.0188982	0.0185986	0.0183076	0.0180247	0.0177498	0.0174823	0.0172222	0.0169691	0.0167228	0.0164831	0.0162487	0.0160222	0.0158007	0.0155848	0.0153744	0.0151692	0.0149691	0.014774	0.0145836	0.0143977	0.0142163
0.275	0.0440757	0.0440333	0.0439066	0.043698	0.0434109	0.04305	0.0426213	0.042131	0.0415862	0.0409942	0.0403622	0.0396976	0.0390071	0.0382971	0.0375736	0.036842	0.0361068	0.0353723	0.034642	0.0339189	0.0332055	0.0325037	0.0318152	0.0311412	0.0304828	0.0298404	0.0292147	0.0286058	0.0280138	0.0274387	0.0268804	0.0263386	0.0258131	0.0253035	0.0248094	0.0243304	0.0238662	0.0234162	0.02298	0.0225572	0.0221473	0.0217498	0.0213645	0.0209907	0.0206281	0.0202764	0.019935	0.0196037	0.019282	0.0189696	0.0186662	0.0183714	0.0180848	0.0178063	0.0175356	0.0172722	0.017016	0.0167667	0.016524	0.0162878	0.0160577	0.0158336	0.0156153	0.0154025	0.015195	0.0149928	0.0147955	0.0146031	0.0144153	0.014232	0.0140531
